Scenario,Global_Second,Phase,Phase_Name,Phase_Second,Market_State,Kia,Vintrumite,DB HiTek,POSCO Future M,Hyundai Motor,POSCO Holdings,Samsung Electronics,LS,Samsung SDI,Samsung Electro-Mechanics,HD Korea Shipbuilding,LS ELECTRIC,Korea Zinc,HMM,Hyundai Mobis,Korea Electric Power,Samsung C&T,SK Inc.,NAVER,Kakao,JUSUNG Engineering,EO Technics,Hanmi Semiconductor,LG Chem,Shinhan Financial,LEENO Industrial,LG Electronics,Celltrion,KODEX 200,EcoPro,Hana Financial,KODEX Semiconductor,SK Innovation,TIGER 200,KB Financial,KODEX Leverage,Meritz Financial,Samsung Biologics,KODEX KOSDAQ150,KODEX KOSDAQ150 Leverage,Wonik IPS,EcoPro BM,KODEX 200 Futures Inverse 2X,HD Hyundai Electric,Hyosung Heavy Industries,Woori Financial,HD Hyundai Heavy Industries,LG Energy Solution,TIGER Semiconductor TOP10,HPSP
Scenario 2,480,2,True Positive News,180,TRADING,151326.73,239981.09,167182.15,277649.82,711215.81,621175.58,229500.21,487848.39,708300.98,942769.25,455496.7,294706.62,2186760.43,28247.63,452608.62,45928.83,344384.57,458420.58,1399549.61,45675.6,120021.1,336786.64,477410.08,536569.27,88605.96,163302.23,143501.13,183760.17,96384.26,155476.86,131555.23,126529.7,157429.62,102857.62,163882.99,102618.28,148109.85,1460802.16,25202.44,16198.69,121193.21,253395.32,147.76,1256132.66,4067205.71,34923.64,857330.96,676123.93,56696.12,55305.66
Scenario 2,481,2,True Positive News,181,TRADING,151298.5,239568.71,167206.4,277276.04,713158.62,621232.42,229485.15,488237.55,708341.21,942890.85,454750.06,295198.74,2191012.76,28302.19,451901.36,45929.47,344883.82,458281.68,1399632.97,45694.43,119883.37,337604.73,477410.08,537121.81,88673.19,162491.05,143508.13,183720.67,96249.41,155407.87,131511.07,126310.38,157703.5,102607.92,163838.25,102790.51,147886.48,1458695.82,25221.83,16218.24,121409.83,253353.44,147.93,1256300.35,4061151.75,34968.22,856060.29,677485.42,56579.16,55292.51
Scenario 2,482,2,True Positive News,182,TRADING,151312.0,239364.49,167167.88,276757.46,715290.65,621069.81,229534.89,487569.17,708296.82,943340.4,454117.58,295300.53,2195818.51,28394.9,451928.42,45920.63,345823.63,458230.97,1399999.3,45684.92,119662.92,338382.75,477410.08,537730.78,88735.46,162263.96,143505.96,183756.47,95997.65,155445.95,131495.89,126105.31,157871.8,102334.85,163661.0,102997.74,147551.08,1456296.06,25266.01,16229.8,121738.66,253292.17,148.06,1256264.42,4053295.88,34991.76,854950.09,678546.3,56498.66,55275.61
Scenario 2,483,2,True Positive News,183,TRADING,151277.8,238891.55,167076.39,276385.25,717105.75,620955.88,229556.76,486882.25,708261.02,943061.66,453370.26,295828.85,2200166.36,28445.49,451859.43,45918.15,346420.53,458102.16,1399714.5,45722.17,119530.26,338935.59,477410.08,538392.04,88923.12,161962.98,143524.09,183796.89,95786.11,155326.56,131500.15,125894.24,158098.68,102206.31,163502.95,103163.99,147284.61,1455252.02,25303.0,16234.97,121915.23,253289.88,148.18,1256143.41,4041797.87,35035.33,853515.13,680118.25,56379.65,55283.47
Scenario 2,484,2,True Positive News,184,TRADING,151238.17,238436.87,166800.41,275623.7,719376.67,621453.58,229551.06,486623.43,708238.11,943577.2,452410.92,295779.64,2202082.61,28516.27,451198.29,45909.3,347116.48,458045.42,1400150.7,45734.83,119209.0,339568.51,477410.08,538950.85,89052.45,161799.08,143518.16,183729.68,95589.06,155250.12,131413.44,125730.02,158379.7,102070.14,163336.03,103339.34,147029.45,1452286.76,25324.69,16257.97,122151.51,253319.96,148.41,1255702.98,4035556.76,35057.49,852440.26,681821.87,56287.42,55272.15
Scenario 2,485,2,True Positive News,185,TRADING,151251.03,238119.77,166667.9,274940.0,721303.8,621889.79,229520.49,486425.01,707960.59,943664.08,451648.48,296142.99,2207132.81,28583.72,450470.94,45902.43,347504.11,457903.01,1400161.56,45745.09,118929.9,340195.92,476874.87,539266.76,89169.4,161427.85,143581.36,183690.44,95396.1,155122.84,131364.77,125493.55,158824.7,101840.52,163204.99,103488.02,146608.25,1448887.31,25340.65,16270.08,122400.35,253437.57,148.4,1255802.85,4025288.45,35117.67,851735.2,682691.99,56175.6,55271.54
Scenario 2,486,2,True Positive News,186,TRADING,151215.64,237314.78,166496.85,274251.58,723387.08,622660.05,229572.11,486178.01,707885.89,943622.78,451377.22,296548.16,2213900.08,28632.99,450145.26,45906.8,347865.7,457826.24,1399728.76,45730.77,118695.99,340912.25,476371.09,539495.65,89212.19,161227.77,143583.66,183704.72,95163.45,155172.25,131362.51,125441.69,159060.65,101758.53,163022.37,103640.42,146401.85,1446607.55,25374.4,16286.65,122512.58,253435.11,148.59,1256289.75,4013081.17,35175.1,850971.2,684348.84,56075.33,55264.04
Scenario 2,487,2,True Positive News,187,TRADING,151214.04,237120.4,166273.72,273578.97,725162.71,622420.62,229514.34,485857.71,708060.32,943523.86,450589.13,296871.74,2218804.21,28680.19,449457.64,45914.59,348520.32,457747.14,1399619.49,45717.56,118334.37,341426.6,475531.87,540302.26,89314.25,160957.33,143579.05,183667.48,94996.5,155303.39,131369.06,125253.19,159118.44,101539.05,162811.89,103814.87,145880.71,1445424.55,25410.63,16310.77,122733.51,253577.65,149.07,1256637.47,4006641.48,35211.73,850218.97,685942.04,55963.73,55261.38
Scenario 2,488,2,True Positive News,188,TRADING,151209.92,236960.6,166158.88,273313.51,726559.74,622876.6,229507.02,485234.08,708300.12,943374.2,450058.49,297657.01,2223003.23,28750.19,449586.05,45922.18,348826.58,457597.72,1399661.54,45736.08,118028.39,342127.93,474697.01,540816.65,89350.46,160842.64,143627.75,183622.1,94849.58,155391.11,131359.22,125006.22,159290.02,101420.11,162780.46,103951.37,145637.39,1444578.82,25455.31,16310.96,122904.38,253699.04,149.16,1257016.25,3996502.04,35237.56,848740.18,687711.92,55868.42,55243.64
Scenario 2,489,2,True Positive News,189,TRADING,151228.32,236813.18,165986.74,272617.99,728614.73,622281.37,229479.68,485394.25,708150.38,943254.59,449359.05,298005.73,2228002.88,28824.1,449121.51,45905.99,349531.14,457509.79,1400316.89,45723.69,117793.51,342856.38,473869.16,541344.56,89490.14,160364.35,143601.38,183539.45,94631.66,155349.63,131360.25,124801.95,159657.27,101176.89,162686.22,104113.47,145320.18,1444146.87,25499.08,16316.65,123178.87,253619.0,149.24,1257388.2,3986565.72,35269.35,847747.47,689644.83,55776.87,55255.14
Scenario 2,490,2,True Positive News,190,TRADING,151196.27,236365.0,165912.05,272037.21,731168.49,622370.23,229477.51,484505.9,708335.21,942838.43,448607.5,298461.45,2232726.37,28919.05,448643.91,45905.79,349817.22,457541.7,1400434.14,45696.82,117541.32,343788.63,473111.39,541774.95,89536.69,159984.54,143596.37,183439.64,94480.6,155249.49,131442.41,124639.73,159770.35,101038.85,162637.92,104259.58,144973.41,1443132.05,25532.9,16330.57,123534.62,253689.46,149.3,1257291.44,3978921.4,35338.17,847048.83,691125.56,55666.51,55209.37
Scenario 2,491,2,True Positive News,191,TRADING,151203.04,236319.72,165909.45,271455.84,733287.83,623091.29,229499.9,483703.4,708423.65,943327.62,447815.56,299027.0,2237670.97,28990.48,448268.31,45891.43,350735.22,457432.48,1399780.97,45673.26,117268.01,344498.67,472093.25,542346.11,89583.14,159627.88,143650.04,183458.11,94254.32,155321.56,131443.31,124419.79,159931.0,100836.64,162614.22,104409.93,144712.38,1438417.51,25545.11,16328.43,123822.12,253756.43,149.47,1258017.22,3972629.72,35385.28,846185.18,692654.99,55574.31,55193.96
Scenario 2,492,2,True Positive News,192,TRADING,151245.6,236087.6,165952.81,270985.79,735538.31,623693.52,229550.52,482933.65,708216.04,943269.47,447417.23,299427.29,2243138.53,29049.89,448082.72,45879.33,351161.32,457349.36,1398986.73,45646.83,116995.83,345143.39,471190.97,542876.03,89662.31,159353.82,143701.56,183484.39,93959.49,155396.92,131393.18,124222.96,160142.12,100691.4,162696.0,104569.45,144313.83,1436315.73,25564.93,16333.81,123974.53,253686.18,149.68,1258277.66,3966851.4,35412.61,845391.82,693990.02,55456.09,55163.73
Scenario 2,493,2,True Positive News,193,TRADING,151243.58,235988.29,165759.77,270573.64,737892.63,624257.65,229453.19,482217.14,708007.15,942824.1,446674.58,299765.12,2247891.78,29095.23,447730.2,45879.39,351423.49,457267.84,1399051.48,45651.14,116721.89,345774.18,470314.22,543423.42,89752.4,158987.51,143793.69,183465.89,93792.57,155577.86,131406.53,124066.42,160426.53,100493.85,162770.82,104734.98,143925.85,1434359.53,25601.68,16334.09,124264.05,253662.07,149.97,1258470.01,3958819.78,35470.3,844854.09,695459.17,55360.4,55157.86
Scenario 2,494,2,True Positive News,194,TRADING,151229.17,235743.66,165500.56,269988.92,739719.81,624072.38,229491.65,481707.96,708377.61,943062.82,445607.2,300334.54,2251935.07,29191.43,447663.82,45903.72,351916.56,457255.74,1399421.35,45673.13,116282.71,346421.77,469882.99,543538.14,89814.14,158825.91,143807.72,183543.78,93482.63,155658.19,131388.12,123921.6,160671.99,100340.57,162835.39,104940.86,143673.04,1431988.83,25632.59,16349.72,124434.66,253794.67,150.16,1258590.8,3951640.67,35522.36,844261.43,697023.02,55257.45,55177.11
Scenario 2,495,2,True Positive News,195,TRADING,151254.73,235169.98,165467.45,269008.64,740824.37,624535.73,229474.93,480633.79,708715.72,943451.85,445019.2,300696.81,2257209.67,29245.89,447315.6,45905.28,352200.07,457222.01,1399602.44,45669.52,116074.39,347213.2,469323.48,544023.58,89886.34,158611.8,143798.9,183602.94,93228.03,155594.77,131398.86,123735.94,161021.39,100380.96,162671.1,105140.52,143392.8,1429966.32,25664.6,16349.27,124561.51,253854.95,150.44,1258929.21,3939808.9,35567.57,843550.21,698127.85,55160.41,55180.94
Scenario 2,496,2,True Positive News,196,TRADING,151275.21,234901.63,165450.17,268582.8,742644.8,625097.45,229493.71,479578.47,708575.2,943381.83,444249.68,301515.66,2261260.6,29318.29,446996.84,45904.15,352631.93,457274.2,1399929.01,45641.22,115849.52,347819.77,468601.75,544827.61,89803.01,158393.13,143855.47,183596.93,93017.73,155611.37,131430.21,123468.29,161388.59,100212.47,162722.6,105315.0,143224.89,1428199.4,25691.56,16378.15,124851.94,253827.51,150.58,1259178.39,3930326.01,35587.78,843026.7,699080.2,55079.17,55184.99
Scenario 2,497,2,True Positive News,197,TRADING,151247.91,234343.73,165349.8,268383.34,745214.57,624908.44,229378.13,479185.16,708559.64,943346.48,443434.85,301738.79,2265674.3,29400.19,446017.63,45910.7,353198.11,457220.24,1399744.7,45607.65,115687.26,348446.36,468127.36,545192.02,89881.03,158140.78,143890.61,183718.25,92848.14,155406.19,131432.53,123245.19,161580.67,100082.3,162663.3,105489.23,142902.93,1426126.1,25691.56,16397.48,124979.86,253766.25,150.69,1259183.63,3924937.48,35660.33,842439.1,700207.71,55004.97,55143.9
Scenario 2,498,2,True Positive News,198,TRADING,151168.2,233852.03,165096.34,268072.01,747121.63,625293.36,229353.81,478570.98,708597.99,943402.46,442383.28,301986.4,2272358.91,29444.4,445548.08,45903.18,353862.25,457152.86,1400452.17,45595.18,115549.84,349138.86,467451.83,545591.01,90081.64,157824.22,143893.7,183692.71,92685.88,155142.56,131431.58,122953.41,161927.56,99844.55,162719.71,105667.81,142647.14,1423610.06,25691.56,16412.3,125182.08,253807.01,150.82,1259156.92,3923117.08,35686.36,841501.25,701704.32,54899.97,55150.48
Scenario 2,499,2,True Positive News,199,TRADING,151183.95,233534.54,164962.64,267349.45,748595.46,625881.63,229343.91,477549.87,708471.22,943463.48,441856.87,301989.83,2276110.05,29490.9,445652.58,45902.27,354088.07,457095.81,1400419.82,45570.6,115444.0,349912.08,466682.96,546438.85,90141.98,157463.37,143923.06,183673.78,92465.62,154986.53,131436.95,122822.52,162084.66,99620.17,162458.69,105790.33,142391.88,1421179.81,25691.56,16411.02,125467.09,253947.87,151.12,1259327.84,3919574.75,35726.75,840281.58,703289.04,54811.2,55170.76
Scenario 2,500,2,True Positive News,200,TRADING,151168.01,233530.58,164733.23,267028.7,750535.37,626152.47,229315.87,476648.16,708701.28,943309.66,440902.1,302409.22,2281377.15,29567.2,445602.64,45901.26,354495.17,456831.92,1399901.51,45574.91,115166.39,350772.64,466235.51,547145.49,90057.67,157269.6,143927.15,183633.24,92211.57,154984.57,131464.84,122658.75,162389.51,99499.83,162434.2,105940.86,142293.23,1418177.06,25691.56,16418.71,125668.94,253996.1,151.45,1259358.07,3915449.94,35770.11,839309.66,704870.65,54693.83,55144.71
Scenario 2,501,2,True Positive News,201,TRADING,151159.38,233077.66,164505.14,266337.39,752379.74,626110.07,229326.19,475334.11,708637.59,943226.38,440377.57,302640.49,2286581.57,29631.83,445472.56,45889.62,355305.58,456702.04,1399807.15,45577.17,115045.86,351615.86,465135.88,547890.27,90165.02,156936.97,143928.89,183620.59,92023.62,155043.2,131452.08,122460.1,162693.93,99301.12,162146.27,106075.74,142086.04,1414334.28,25669.27,16422.42,125781.43,253951.85,151.71,1259621.54,3907697.4,35830.59,838562.87,706249.95,54573.43,55153.24
Scenario 2,502,2,True Positive News,202,TRADING,151114.65,232740.07,164205.43,265938.97,754281.93,626093.87,229201.84,474173.71,708653.33,943476.56,439386.21,303370.04,2292107.16,29672.23,445264.7,45891.77,356211.3,456685.89,1399183.5,45576.9,114873.74,352364.18,464429.37,548019.46,90365.94,156721.79,143981.86,183621.63,91758.76,154940.12,131428.39,122278.8,162995.64,99085.78,162052.11,106303.89,141958.24,1411766.99,25623.34,16455.42,126051.39,253957.9,151.79,1259820.14,3906333.2,35884.9,837808.59,707868.08,54451.87,55123.32
Scenario 2,503,2,True Positive News,203,TRADING,151040.37,232389.47,164170.44,265339.58,756492.61,626559.48,229219.13,473969.28,708417.08,943133.06,438903.05,303979.17,2296264.45,29725.14,444970.32,45902.28,357055.83,456666.43,1399269.72,45575.25,114612.65,353153.22,463346.97,549017.47,90352.35,156476.79,143972.56,183626.44,91552.43,154897.74,131445.8,122007.55,163233.94,98831.24,162048.84,106410.25,141549.09,1409269.21,25562.85,16482.4,126146.85,253964.09,152.08,1260093.91,3898590.96,35917.28,836710.2,709240.16,54338.58,55129.88
Scenario 2,504,2,True Positive News,204,TRADING,151068.56,232064.51,164020.53,264789.99,758848.37,626717.0,229208.78,474055.04,709008.38,943204.33,438513.41,304506.25,2300060.08,29768.72,444689.21,45907.49,357964.5,456508.77,1399319.79,45567.85,114353.47,353917.71,462571.54,549984.69,90333.38,156145.21,144022.83,183601.23,91303.99,154970.4,131430.24,121814.87,163464.44,98716.32,161799.74,106543.26,141337.91,1407957.54,25505.35,16509.27,126505.84,254039.11,152.27,1260332.62,3896455.58,35960.68,835853.18,710742.78,54255.05,55118.6
Scenario 2,505,2,True Positive News,205,TRADING,151092.34,231883.2,163981.48,264072.32,760494.2,626400.01,229282.42,473389.68,708590.31,942703.0,437715.39,305303.75,2305430.36,29838.51,443997.63,45912.81,358598.65,456389.33,1399560.89,45543.44,114092.26,354564.8,462001.03,550700.0,90445.83,155928.2,144087.89,183613.89,91028.28,154894.98,131423.77,121653.39,163653.05,98614.62,162023.96,106708.14,141002.24,1407357.36,25438.54,16511.21,126716.52,253944.63,152.39,1260223.9,3889848.27,36019.32,835216.97,710250.94,54196.27,55116.02
Scenario 2,506,2,True Positive News,206,TRADING,151106.86,231433.66,163850.66,263335.0,762790.7,626625.12,229250.28,472851.06,708462.54,943052.46,436847.35,305951.87,2309465.17,29901.48,443394.15,45922.98,359080.92,456344.9,1399442.09,45510.41,113849.32,355419.84,461205.99,551262.8,90514.7,155518.97,144087.53,183666.6,90836.22,154947.39,131416.45,121529.05,163905.57,98392.4,161966.1,106848.79,140951.27,1404585.67,25379.06,16514.88,126901.92,253940.05,152.64,1260358.06,3884573.14,36078.64,834300.84,709683.52,54089.59,55073.69
Scenario 2,507,2,True Positive News,207,TRADING,151090.66,231491.67,163619.91,262535.59,764843.76,626790.53,229252.25,472850.38,708738.05,943096.47,436861.29,307064.0,2315068.3,29983.07,443112.07,45926.2,359145.14,456218.94,1399385.39,45488.81,113987.25,356155.44,460602.95,551980.86,90708.98,155163.56,144151.5,183646.55,90966.91,155052.86,131439.36,121593.99,163558.06,98510.67,161873.89,107047.02,140752.47,1403266.57,25318.77,16529.78,126993.74,253837.64,152.83,1260269.26,3888963.2,36038.04,834021.07,709307.95,53988.6,55068.98
Scenario 2,508,2,True Positive News,208,TRADING,151057.38,231706.02,163506.37,262190.21,767449.73,626798.4,229212.19,472994.6,708785.3,943123.46,436949.52,307273.96,2318763.91,30030.14,442015.51,45927.84,358789.56,456272.41,1400376.17,45475.19,114083.71,356996.36,459977.46,552703.24,90734.44,154776.03,144220.27,183581.05,91103.31,155017.11,131358.41,121596.4,163251.6,98522.88,161656.1,107204.66,140446.0,1399836.48,25288.47,16527.85,127195.37,253767.03,153.0,1260130.84,3895193.18,36012.95,832725.01,709094.92,53898.31,55072.24
Scenario 2,509,2,True Positive News,209,TRADING,151043.79,232085.87,163435.57,261721.11,769586.26,626568.49,229227.67,473429.78,708834.93,942913.35,437396.27,308126.66,2323409.74,30097.88,441522.87,45944.08,358353.85,456281.91,1400641.95,45465.43,114308.96,357772.82,459115.98,553198.23,90749.55,154460.44,144274.02,183519.87,91187.75,154973.7,131398.49,121715.98,162978.74,98408.2,161512.29,107343.39,140215.33,1396811.36,25217.42,16544.71,127451.77,253745.9,153.16,1260267.6,3900993.85,35992.69,831439.1,708551.87,53813.93,55062.05
Scenario 2,510,2,True Positive News,210,TRADING,151018.09,232614.35,163565.65,261267.51,771309.54,627218.21,229155.77,474191.21,709161.89,942434.97,437353.09,308545.83,2329984.79,30168.25,440919.62,45939.88,357837.46,456114.19,1400283.56,45465.58,114474.32,358517.62,458223.73,553429.66,90816.34,154195.55,144300.4,183543.96,91295.36,154931.89,131390.73,121675.04,162746.93,98380.95,161513.42,107497.94,140012.88,1393322.73,25154.41,16543.82,127678.04,253774.43,153.27,1260306.19,3906301.88,36010.19,830447.67,708072.66,53734.13,55052.61
Scenario 2,511,2,True Positive News,211,TRADING,151045.46,233207.43,163594.41,260836.45,772656.34,627381.42,229095.54,475031.74,709350.01,942505.71,437583.72,308947.16,2337205.64,30211.0,441060.08,45953.47,357725.43,456092.63,1400461.82,45456.24,114594.03,359350.49,457358.53,553959.01,90882.87,154006.32,144310.6,183571.46,91420.14,154747.55,131351.11,121700.61,162607.61,98361.44,161331.25,107680.4,139714.19,1391684.58,25102.17,16550.3,127891.42,253780.69,153.37,1260398.06,3909529.04,35967.31,829301.31,707762.8,53632.25,55035.21
Scenario 2,512,2,True Positive News,212,TRADING,151082.39,233709.83,163381.5,259966.6,772106.0,627642.64,229109.77,475342.99,709212.77,942412.67,437720.0,309713.98,2343325.41,30294.68,440290.27,45959.6,357082.8,456030.43,1400185.73,45458.37,114715.07,360043.41,456679.48,554831.26,91006.96,153697.64,144282.13,183444.64,91611.93,154669.48,131357.12,121677.02,162451.16,98291.34,161173.82,107836.96,139520.86,1387518.91,25058.42,16584.47,128061.97,253738.19,153.49,1260412.82,3915099.98,35937.92,828208.65,707019.27,53517.16,55012.56
Scenario 2,513,2,True Positive News,213,TRADING,151091.14,233962.93,163362.65,259152.51,771597.81,627530.06,229146.06,475335.48,709187.31,942047.15,438242.31,310297.52,2348267.9,30360.7,439892.36,45951.62,356808.33,456003.85,1400534.64,45427.86,114868.67,360614.69,456057.47,554872.2,91158.29,153251.5,144364.68,183422.7,91758.03,154837.78,131342.53,121812.18,162368.68,98335.84,161349.34,108012.07,139226.0,1385328.46,25000.17,16591.8,128240.12,253733.77,153.57,1259998.73,3923733.06,35973.37,827632.72,706615.47,53437.08,54977.37
Scenario 2,514,2,True Positive News,214,TRADING,151029.82,234197.66,163195.62,258818.34,769832.67,628086.65,229129.66,475814.45,709450.62,942098.83,438512.2,310597.66,2351393.79,30415.82,439501.43,45948.32,356832.79,456075.24,1400413.45,45409.59,114980.89,361411.2,455421.63,554872.2,91169.58,153067.78,144350.02,183431.56,91918.85,154852.52,131209.32,121745.68,162081.79,98381.55,161284.68,108130.09,138966.14,1383301.12,24945.64,16604.68,128477.91,253809.2,153.73,1259748.01,3929662.58,35910.06,827633.75,706202.33,53349.2,54961.55
Scenario 2,515,2,True Positive News,215,TRADING,151006.82,234284.12,163220.4,258276.05,769138.76,627973.93,229076.32,476369.62,709544.77,942146.67,438628.09,311467.14,2356842.73,30483.1,439106.88,45953.22,356587.6,455909.32,1400190.69,45408.93,115006.41,362010.41,454459.5,554872.2,91293.65,152807.17,144347.75,183415.01,92089.5,154665.03,131231.0,121754.43,161919.19,98218.26,161230.5,108305.64,138793.99,1381998.01,24898.31,16628.48,128800.27,253795.26,153.8,1259975.58,3935932.97,35839.96,827259.43,705496.22,53242.59,54941.01
Scenario 2,516,2,True Positive News,216,TRADING,150966.38,234284.51,163132.38,257476.33,767664.86,628298.04,229033.13,476715.52,709282.64,942346.95,438699.93,312362.67,2360229.38,30535.51,439022.73,45948.67,356549.49,455911.35,1400147.5,45414.14,115142.74,362605.6,453757.27,554872.2,91491.61,152580.22,144403.76,183456.13,92132.58,154650.08,131226.98,121846.58,161636.18,98253.69,161133.86,108515.18,138509.3,1380210.62,24839.87,16630.76,129171.64,253783.24,154.11,1259956.17,3940761.76,35817.76,826306.04,705288.19,53160.9,54905.94
Scenario 2,517,2,True Positive News,217,TRADING,150927.76,234249.63,162965.9,256835.75,766751.89,628900.68,229007.63,477533.46,708996.47,942363.73,438880.7,312909.17,2366530.07,30583.4,438928.46,45942.21,356258.57,455828.4,1400795.78,45410.78,115245.83,363327.62,453246.15,553329.84,91484.83,152352.92,144383.24,183449.87,92236.51,154625.82,131210.05,121798.74,161486.69,98342.43,160993.42,108671.31,138263.89,1378959.18,24795.88,16643.3,129406.83,253742.78,154.37,1259855.43,3945433.45,35793.94,825269.74,704588.23,53047.39,54900.59
Scenario 2,518,2,True Positive News,218,TRADING,150902.77,234464.8,162863.96,255908.43,765879.67,629300.17,228996.17,477232.1,709188.6,942589.37,438978.32,313240.33,2372617.27,30646.06,438356.37,45948.62,356255.43,455697.49,1401596.08,45377.74,115464.58,364026.63,452366.54,551672.19,91552.64,151865.03,144365.49,183428.19,92314.94,154602.53,131200.94,121880.9,161287.73,98376.26,160854.78,108782.89,137987.55,1377786.17,24734.47,16643.18,129602.06,253715.84,154.47,1259610.95,3952083.24,35732.84,824027.64,704218.84,52966.69,54898.06
Scenario 2,519,2,True Positive News,219,TRADING,150911.46,235024.85,162748.57,255583.63,765059.76,628995.86,228981.08,477944.48,709151.44,942306.46,439240.53,313684.49,2377166.67,30723.91,438120.95,45958.57,355809.44,455492.25,1402061.99,45362.2,115539.76,364771.51,451403.84,549883.07,91545.06,151608.81,144373.74,183381.95,92461.49,154639.76,131189.79,122002.63,161200.57,98424.25,160599.79,108920.55,137767.23,1375718.13,24668.14,16635.38,129864.64,253743.51,154.51,1260138.32,3957390.45,35717.31,822604.81,703713.86,52861.21,54898.79
Scenario 2,520,2,True Positive News,220,TRADING,150965.02,235447.62,162543.5,254632.12,764280.0,628533.4,228894.9,478387.09,709200.77,942218.23,439459.66,314102.72,2383291.26,30778.91,437788.09,45967.46,355769.72,455333.37,1401639.29,45366.98,115719.16,365374.77,451001.08,548378.36,91564.49,151256.49,144368.21,183266.02,92676.42,154699.7,131169.16,121976.29,160918.79,98460.02,160682.7,109090.01,137560.4,1374997.5,24610.44,16646.23,130019.49,253658.68,154.72,1260419.34,3963883.74,35693.84,821633.97,703352.92,52778.65,54897.87
Scenario 2,521,2,True Positive News,221,TRADING,150932.59,235713.57,162441.83,253958.78,763521.7,628959.81,228844.28,479018.09,709565.04,941742.0,439689.4,314772.97,2390071.91,30849.0,437542.13,45961.51,355517.16,455325.47,1401521.35,45375.49,115822.62,366258.86,450226.29,546864.8,91723.58,150873.48,144365.88,183327.62,92800.16,154592.4,131108.47,122008.06,160829.15,98392.16,160541.44,109257.99,137279.55,1372692.26,24555.84,16659.35,130213.33,253672.81,155.0,1260376.96,3970403.4,35675.38,820628.83,702746.39,52695.85,54890.3
Scenario 2,522,2,True Positive News,222,TRADING,150944.0,236061.56,162217.37,253506.91,761947.9,629104.62,228923.42,479391.95,709525.85,941746.03,440247.55,315436.2,2394123.15,30908.26,437323.61,45958.63,354869.05,455314.22,1401522.93,45357.77,116041.67,366966.98,449511.51,545565.69,91772.83,150574.25,144442.63,183321.37,92872.67,154798.22,131132.75,122061.34,160654.78,98364.55,160500.77,109358.43,137009.11,1371564.58,24512.49,16661.53,130507.52,253773.38,155.14,1260726.09,3974168.81,35625.79,819801.56,702561.24,52591.03,54870.64
Scenario 2,523,2,True Positive News,223,TRADING,150944.66,236311.88,162005.3,253053.31,760968.0,629685.09,228879.36,480083.67,709780.02,941570.06,440480.56,315816.01,2400653.23,30970.7,436777.98,45953.97,354615.3,455227.28,1401953.14,45334.39,116164.99,367841.28,448929.28,544097.44,91852.48,150286.94,144523.89,183299.57,93029.65,154696.59,131091.79,122068.8,160253.93,98480.22,160335.35,109465.9,136830.69,1368303.29,24445.07,16684.8,130707.5,253822.68,155.22,1261010.01,3979549.5,35568.88,818520.81,702180.88,52499.98,54860.07
Scenario 2,524,2,True Positive News,224,TRADING,150954.24,236789.08,161817.91,252514.61,759849.56,629603.5,228918.16,480610.1,709822.79,941940.73,440809.03,315978.36,2403988.94,31003.95,436571.42,45934.38,354500.8,455078.33,1402250.18,45340.05,116331.54,368585.07,448144.09,542415.85,91933.84,149918.44,144520.81,183361.15,93211.49,154756.86,131041.75,122135.77,159879.03,98499.56,160252.27,109585.59,136504.97,1366855.27,24387.72,16697.6,130789.95,253857.33,155.52,1261070.38,3986284.17,35523.36,817719.52,701587.74,52389.44,54830.46
Scenario 2,525,2,True Positive News,225,TRADING,150897.8,237425.1,161751.11,251981.45,758505.93,630076.47,228939.19,480647.39,709485.83,941657.12,441373.01,316762.03,2408572.25,31048.47,436382.49,45940.71,354371.22,454976.46,1401870.94,45355.01,116411.78,369140.45,447475.24,540804.97,91989.44,149463.65,144557.11,183366.36,93344.06,154766.93,131045.86,122148.0,159756.0,98465.51,160016.68,109711.45,136226.78,1364216.99,24334.21,16699.36,131009.4,253850.89,155.6,1260781.6,3994351.24,35498.6,816860.55,701244.81,52280.5,54802.31
Scenario 2,526,2,True Positive News,226,TRADING,150892.17,237763.4,161524.58,251483.41,758747.52,629918.64,228910.3,480260.84,708943.8,941309.9,441628.39,317035.09,2413762.43,31091.26,436419.78,45920.98,354171.02,455052.99,1402190.74,45300.38,116571.57,369888.7,446635.67,538808.03,92017.17,149201.79,144640.35,183314.17,93459.67,154927.72,130962.02,122312.54,159603.99,98559.51,159974.52,109924.71,135893.83,1362881.0,24284.41,16696.86,131137.52,253706.73,155.87,1260845.25,4004908.85,35531.27,816054.88,700553.09,52168.75,54809.68
Scenario 2,527,2,True Positive News,227,TRADING,150857.5,238156.03,161400.34,251629.68,757329.0,629502.65,228891.16,480528.47,708730.05,941736.53,442172.35,316581.11,2418513.1,31177.77,436024.11,45908.61,353430.44,454987.23,1402675.1,45293.28,116793.65,370479.96,446135.5,537139.32,92046.65,148759.59,144676.05,183311.33,93611.66,154731.96,130922.81,122385.73,159142.68,98537.1,159761.34,110081.72,135584.44,1364296.73,24224.13,16714.27,131032.2,253602.51,155.7,1261364.86,4009635.24,35493.0,814744.54,699698.51,52041.05,54805.89
