Scenario	Global_Second	Phase	Phase_Name	Phase_Second	Market_State	Kia	SK hynix	DB HiTek	POSCO Future M	Hyundai Motor	POSCO Holdings	Samsung Electronics	LS	Samsung SDI	Samsung Electro-Mechanics	HD Korea Shipbuilding	LS ELECTRIC	Korea Zinc	HMM	Hyundai Mobis	Korea Electric Power	Samsung C&T	SK Inc.	NAVER	Kakao	JUSUNG Engineering	EO Technics	Hanmi Semiconductor	LG Chem	Shinhan Financial	LEENO Industrial	LG Electronics	Celltrion	KODEX 200	EcoPro	Hana Financial	KODEX Semiconductor	SK Innovation	TIGER 200	KB Financial	KODEX Leverage	Meritz Financial	Samsung Biologics	KODEX KOSDAQ150	KODEX KOSDAQ150 Leverage	Wonik IPS	EcoPro BM	KODEX 200 Futures Inverse 2X	HD Hyundai Electric	Hyosung Heavy Industries	Woori Financial	HD Hyundai Heavy Industries	LG Energy Solution	TIGER Semiconductor TOP10	HPSP
Scenario 1	314	2	True Positive News	14	TRADING	152135.07	1517019.61	165761.22	272176.94	542350.02	443849.21	242141.59	517254.88	722130.97	955888.13	458386.06	303586.91	1631163.63	20355.37	436596.14	43238.6	310897.9	464009.21	212611.22	48167.19	122916.73	486988	375945.9	420518.2	100383.44	117546.37	147905.95	188012.29	104060.96	153696.08	129447	134285.13	149164.4	97242.12	157256.13	132345.63	112946.74	1429096.19	20271.64	15798.54	122403.87	218681.59	144.76	1272749.56	4095413.03	33432.35	684926.49	455555.34	44136.32	53037.46
Scenario 1	315	2	True Positive News	15	TRADING	151829.31	1520326.24	165808.44	271844.36	541772.48	443830.75	242150.17	517515.22	722323.41	957024.74	458295.82	303968.55	1629722.24	20368.64	435739.81	43212.58	310646.57	464151.56	212638.73	48117.58	122634.06	487102.13	376788.39	420677.49	100314.38	117516.95	147539.43	188187.82	103766.84	153619.99	129389.27	134117.5	148837.49	97160.95	157353.83	132625.11	112820.52	1429398.37	20288.39	15781.34	121916.35	218447.32	144.46	1271812.86	4096729.9	33463.09	684144.16	454930.03	44106	53069.71
Scenario 1	316	2	True Positive News	16	TRADING	151671.76	1516670.7	165408.5	271499.08	541907.21	443596.91	242163.26	518172.43	721875.11	958376.45	459090.37	303270.38	1630450.82	20375.62	436092.05	43176.57	311092.34	464153.31	212479.29	48132.12	122619.48	486990.91	377952.61	419791.47	100247.5	117372.55	147613.45	188261.47	103869.48	153589.07	129420.76	134053.31	148668.48	97117.51	157541.37	132780.37	112867.67	1429219.15	20310.84	15788.54	121923.3	218366.13	144.62	1271264.5	4095988.23	33489.95	685128.02	454715.32	44047.93	53156.9
Scenario 1	317	2	True Positive News	17	TRADING	151667.61	1523498.64	165458.14	270494.46	542503.89	443751.04	242112.97	518625.5	722967.3	955860.76	459596.14	303279.42	1629136.14	20399.59	435269.55	43150.75	310528.54	465390.59	212389.88	48163.9	121957.79	487089.16	379487.47	419880.03	100228.41	117557.14	147330.58	188352.04	103741.05	153989.82	129393.9	133735.88	148952.14	97191.32	157638.05	132014.13	112721.49	1430340.55	20334.06	15784.66	122129.29	217959.92	144.55	1270461.52	4092920.69	33441.96	686961.97	454387.41	44077.61	53288.86
Scenario 1	318	2	True Positive News	18	TRADING	152023.98	1519666.71	165741.23	270553	540930.23	444103.31	242096.81	518937.06	723818.77	958630.26	460421.52	303830.85	1630045.77	20399.25	435230.27	43209.37	310493.71	465077.76	212457.41	48188.63	121574.66	487566.42	378060.71	419668.36	100392.66	117534.25	147381.8	188275.79	103854.03	153851.17	129246.66	133934.45	149066.51	96961.21	157911.84	131846.24	112750.24	1431407.84	20294.59	15858.89	122379.12	218101.4	144.19	1271265.34	4097264.96	33496.77	689176.89	453468.23	44092.59	53167.11
Scenario 1	319	2	True Positive News	19	TRADING	152327.03	1521192	166231.73	270947.95	540998.87	444451.51	242528.17	518749.12	725073.22	960182.29	461842.94	304051.74	1631355.21	20394.71	434988.18	43136.44	310412.39	466272.59	212314.06	48176.06	122230.98	486928.05	378290.26	418508.3	100481.74	117839.59	147276.7	188154.78	103860.83	153273.39	129362.6	133906.83	148995.38	96986.7	158173.31	131615.21	112771.4	1431615.7	20334.74	15854.43	122936.47	218227.98	144.12	1272804.97	4095481.2	33493.76	689678.67	453173.05	44074.58	53209.13
Scenario 1	320	2	True Positive News	20	TRADING	152658.52	1521226.68	166365.91	270921.87	541568.16	444642.56	242707.32	519121.64	724783.4	961327.7	463446.62	304238.09	1631474.79	20378.31	433720.42	43114.53	310487.31	465761.25	211926.88	48176.78	122685.76	487689.97	376395.22	417827.25	100466.66	117867.76	147683.94	188343.63	103837.8	152914.38	129408.4	133813.24	149003.87	97027.52	158229.86	131672.34	112673.01	1431948.77	20335.28	15852.15	123030.3	218362.66	145.06	1271534.92	4076028.67	33483.89	690398.04	454029.17	44105.59	53219.73
Scenario 1	321	2	True Positive News	21	TRADING	153091.53	1518925.74	166312.49	269983.67	540592.06	444611.03	243309.7	518084.74	726645.55	963017.05	464918.16	303400.17	1632497.07	20372.32	433203.37	43125.88	309959.18	465034.66	211892.04	48098.58	122593.26	488207.1	376491.44	417428.67	100549.2	117795.16	147780.1	188342.8	103834.94	153113.14	129447.84	133972.09	149098.45	97035.59	158548.63	131640.36	112580.21	1432874.97	20304.9	15824.36	122149.39	218694.19	144.29	1272437.56	4074247.36	33463.28	690383.97	455082.55	43969.21	53098.22
Scenario 1	322	2	True Positive News	22	TRADING	153222.89	1514729.07	166123.56	270229.07	541159.16	444090.57	242864.51	517828.75	727049.09	964547.33	465577.24	303742.88	1633911.92	20358.33	433120.29	43101.28	309634.56	465339.39	212318.73	48079.54	122747.14	488352.46	377493.14	417077.26	100509.66	117888.63	147892.64	188780.34	103849.72	152781.15	129516.94	133882.46	149006.62	97040.01	158652.09	131313.53	112590.03	1431828.31	20277.04	15870.32	122158.64	218629.11	144.19	1273031.61	4075561.09	33461.85	692527.99	455446.31	43942.18	53111.27
Scenario 1	323	2	True Positive News	23	TRADING	152975.88	1514248.61	166174.27	270366.98	541628.31	443347.03	242748.57	517706.3	727426.58	964720.97	467223.61	304229.29	1632570.85	20360.66	433668.52	43068.45	309928.19	464867	211769.11	48042.53	123227.65	488041.43	378323.55	416534.2	100482.09	118122.38	148453.4	188736.06	103807.77	152789.31	129517.24	133636.77	149287.15	96822.11	158882.54	130972.03	112515.9	1431415.19	20281.7	15868.61	122082.93	219391.1	144.25	1272294.18	4053555.39	33456.91	692853.8	454526.74	43988.79	53113.41
Scenario 1	324	2	True Positive News	24	TRADING	153130.05	1513561.94	165446.03	269956.23	542762.46	443139.13	242480.21	518579.29	726907.03	960685.75	468986.99	304493.86	1628814.78	20372.81	432704.63	43088.09	310327.43	463462.74	212214.63	48057.47	123610.27	488611.76	378183.93	416295.94	100564.23	118142.64	149100.92	188742.68	103971.79	153161.42	129505.98	133701.21	149400.38	96661.04	158862.33	131217.74	112485.29	1431118.27	20258.93	15825.78	121820.46	219564.79	144.3	1269853.21	4049408.09	33453.19	695202.79	454401.28	44060.17	53157.1
Scenario 1	325	2	True Positive News	25	TRADING	153002.97	1516738.17	165207.13	269892.29	542543.93	442734	241870.7	518883	726045.91	958107.11	468913.5	305192.91	1630314.2	20373.59	433291.5	43164.02	310101.23	464290.86	212617.03	48074.75	123683.97	487798.12	378033.47	416372.45	100553.8	118140.56	149014.12	188582.22	104009.08	152634.66	129415.41	134046.27	149262.23	96777.25	158751.7	131428.32	112358.09	1431150.01	20284.7	15793.59	121395.26	219289.49	144.31	1267271.61	4050116.26	33455.33	697615.48	454924.82	43952.94	53268.55
Scenario 1	326	2	True Positive News	26	TRADING	153039.99	1514133.32	165155.82	270361.81	543208.51	442791.46	241904.02	518361.81	726558.03	954734.71	470322.69	305312.15	1633458.21	20383.12	434554.81	43200.66	310876.77	463632.63	212667.91	48165.04	123861.5	487298.29	376266.79	415703.21	100617.42	118146.61	148514.64	188526.01	104196.04	152449.54	129315.63	133712.44	149220.53	96748.62	158609.48	131381.1	112515.61	1431420.24	20289.96	15749.3	121768.91	219495.74	144.69	1266125.3	4055746.5	33466.38	699339.86	454647.03	43940.39	53275.27
Scenario 1	327	2	True Positive News	27	TRADING	153072.4	1510792.9	165116.18	270581.26	542749.96	443224.87	242289.85	518830.1	728814.11	954600.72	471797.68	304947.47	1635832.62	20392.42	434049.7	43249.4	311060.45	464062.72	212654.08	48129.18	124130.95	485974.78	377158.4	414986.25	100633.44	118101.96	148678.85	188513.67	104489.26	152378.41	129433.5	133577.26	149344.05	96565.87	158522.69	131844.44	112543.13	1430444.61	20297.95	15797.99	122093.64	219576.62	144.78	1264665.87	4052351.89	33475.06	701973.45	454624.84	43810.45	53373.73
Scenario 1	328	2	True Positive News	28	TRADING	152971.21	1513982.76	164777.16	270712.01	543347.66	442728.98	242173.21	519249.6	728055.66	953394.28	472453.11	304842.72	1634715.69	20376.77	434038.99	43274.13	310728.56	462884.49	212351.38	48208.74	124157.48	483775.11	376441.59	414187.9	100582.52	118183.25	148348.19	188396.6	104482.17	152162.5	129425.45	133468.89	149473.26	96533.59	158156.54	131556.09	112597.67	1429080.35	20304.24	15851.47	122612.83	219433.69	145	1262656.69	4055663	33496.51	702933	455088.37	43736.19	53376.39
Scenario 1	329	2	True Positive News	29	TRADING	153253.65	1511597.95	164873.4	270935.5	542387.16	442501.74	242222.36	519933.6	728292.24	953207.63	473607.74	305075.06	1635596.61	20375.27	434128.32	43283.85	310545.47	463147.1	211836.41	48218.52	124131.01	482732.88	375991.92	413046.98	100507.99	118030.73	148218.9	188574.87	104610.12	152609.15	129504.24	133301.27	149273.7	96408.13	158014.94	131384.06	112669.59	1430277.93	20337.71	15843.26	123004.37	218999.36	144.73	1264266.89	4055118.97	33493.23	705378.83	455586.09	43658.98	53399.76
Scenario 1	330	2	True Positive News	30	TRADING	153183.5	1506461.09	164791.5	270650.88	542646.86	442539.56	242451.15	519992.2	729492.85	949290.47	474662.23	304675.77	1633738.05	20354.92	434904.38	43315.14	310342.04	464189.47	211769.97	48131.33	124292.69	484360.87	375333.74	411862.54	100461.39	117902.65	147926.22	188672.06	104674.3	152402.96	129372.07	133339.15	149374.62	96388.87	157639.17	131456.85	112777.72	1429826.55	20318.29	15873.08	122979.49	218816.19	144.49	1267649.14	4046102.72	33495.92	707054.72	455405.81	43728.58	53247.48
Scenario 1	331	2	True Positive News	31	TRADING	153090.33	1505041.18	165378.11	270931.08	543001.72	442731.09	242623.56	520272.83	730340.11	951113.09	474841.04	305447.61	1632303.97	20363.6	434732.2	43283.45	310207.65	463133.53	211415.32	48119.45	124009.87	484423.61	374067.24	412062.14	100412.22	117939.19	147492.22	188707.47	104581.72	152196.54	129165.86	133287.83	149510.77	96150.8	157402.48	131508.46	112767.34	1429661.51	20287.69	15810.62	122503.14	218898.64	144.69	1268339.35	4044409.84	33510.18	707792.31	455206.51	43645.62	53243.33
Scenario 1	332	2	True Positive News	32	TRADING	153014.09	1507922.77	166108.33	270239.36	544169.45	443070.47	242783.21	520630.05	730295.36	952927.98	473884.18	305353.13	1628396.47	20353.38	434850.48	43270.41	309813.91	463276.14	211317.14	48127.76	124214.66	484465.85	372993.45	411920.47	100256.22	117837.83	147126.53	188764.25	104587.94	151884.32	129153.37	132996.27	149453.07	96180.5	157195.66	131665.42	112755.69	1428151.02	20293.23	15789.52	122183.83	218937.52	144.78	1266379.87	4040876.67	33506.23	710370.84	454823.5	43619.81	53590.51
Scenario 1	333	2	True Positive News	33	TRADING	153081.12	1506199.56	166291.74	269885.08	544307.43	443576.58	243021.76	520087.54	730412.31	954449.03	473106.64	305513.11	1629160.06	20373.24	434573.49	43403.45	309849.24	463677.94	211655.25	48135.62	124544.24	485082.06	372991.56	412077.86	100228.57	117829.79	147367.93	188704.77	104655.39	152187.52	129166.87	133134.02	149180.75	96472.89	156956.49	131833.65	112765.29	1427953.89	20274.79	15790.03	121986.43	219166.34	145.31	1266284.09	4053342.63	33539.07	710486.98	454673.49	43671.83	53693.78
Scenario 1	334	2	True Positive News	34	TRADING	152841.05	1505454.96	166392.87	269833.98	543118.1	443620.53	243407.49	520122.81	730875.76	950223.34	472554.23	304746.72	1629643.03	20377.75	435245.1	43391.9	310606.54	463160.29	211237.46	48143.63	124268.46	485332.58	373142.71	411324.57	100270.87	117815.25	147550.11	188616.31	104478.64	152171.22	129070.36	133166.9	149337.45	96487	156703.34	132031.34	112804.83	1429115.35	20286.11	15799.12	121603.11	219105.94	144.93	1266850.79	4053041.85	33521.66	710986.27	453701.3	43774.7	53516.41
Scenario 1	335	2	True Positive News	35	TRADING	152735.94	1498760.83	166246.61	269521.1	542440.14	444086.94	243805.72	521110.06	729752.9	953652.83	471848.64	305699.12	1632069.2	20381.85	433782.1	43375.32	310290.23	461152.3	211012.23	48154.12	124341.69	484336.47	372642.26	410687.11	100292.78	117812.01	147636.43	188822.81	104449.63	152425.28	128984.72	133024.85	149202.74	96432.16	156468.33	132253.85	112872.9	1428827.59	20283.48	15777.58	121743.7	218731.54	144.59	1264285.52	4045852.25	33542.81	711358.8	453712.68	43792.32	53295.67
Scenario 1	336	2	True Positive News	36	TRADING	152678.35	1499862.85	165661.9	269823.25	542135.13	444010.81	243205.12	521104.95	730545.29	951600.42	470530.79	305587.48	1633451.88	20366.67	434732.87	43432.61	310480.76	461617.45	210778.46	48177.81	124583.41	484368.34	373336.91	410008.14	100336.41	117816.23	147472.82	189113.65	104278.99	152397.05	129080	133000.81	149506.3	96271.45	156458.05	132167.42	112902.33	1428926.25	20257.98	15770.36	122134.5	218337.88	144.49	1264457.76	4054958.62	33537.85	711134.43	453433.83	43755.72	53515.51
Scenario 1	337	2	True Positive News	37	TRADING	152725.63	1503572.63	165754.53	269399.59	541980.25	443943.43	242944.36	521329.47	730310.15	952318.6	469139.64	304801.14	1635426.87	20360.88	435300.81	43474.65	311157.69	461591.21	211237.42	48179.74	124310.21	485148.25	371714.03	410215.18	100362.66	117685.82	147700.55	189057.03	103971.39	152592.55	129215.03	132929.5	149306.68	96246.98	156045.88	132382.28	113007.28	1429792.75	20236.97	15846.39	121721.5	218663.6	145.03	1263720.8	4053030.1	33537.99	711666.88	452826.23	43875.47	53528.86
Scenario 1	338	2	True Positive News	38	TRADING	152579.75	1498326.22	166117.93	269785.69	541765.34	443222.86	243164.12	521419.3	730149.87	953909.47	467202.2	304574.05	1635362.9	20386.84	435659.4	43452.77	312095.04	461595.18	210722.46	48241.5	124510.21	486840.45	372126.72	410216.51	100464.78	117765.05	147862.9	188941.84	103997.71	152929.67	129352.78	132966.12	149141.14	96144.83	155740.23	132166.17	113012.38	1427704.37	20249.07	15876.63	121774.46	218557.98	145.01	1267044.72	4048637.44	33546.08	711093.75	453991.35	43801.65	53501.55
Scenario 1	339	2	True Positive News	39	TRADING	152665.89	1500487.14	165564.33	269188.04	541255.05	443168.42	243077.38	521597.99	730477.21	949915.77	466008.48	304901.49	1635542.87	20390.14	436856.25	43508.56	311932.69	461651.81	210644.61	48243.77	124283.19	487803.1	373118	410534.19	100508.33	117713.48	148480.58	189148.01	103839.79	152690.82	129306.24	132765.8	149210.3	96086.99	155387.29	132430.92	113120.7	1428204.99	20254.63	15921.02	121594.37	218436.73	145.34	1264336.14	4038148	33540.03	709832.67	452820.41	43974.93	53680.16
Scenario 1	340	2	True Positive News	40	TRADING	152693.94	1505350.56	165633.56	269200.95	541770.61	443566.73	242426.65	522334.27	730057.97	950233.52	464697.66	303796.39	1632446.77	20381.96	436872.13	43514.05	312407.06	461620.49	211110.26	48264.27	123803.85	488890.87	372651.25	410013.88	100472.94	117840.05	148958.72	189101.38	103918.26	153044.64	129225.99	132658.07	149276.31	96118.62	155067.31	131999	113168.03	1428192.99	20293.44	15920.32	121557.95	218654.5	145.86	1262481.92	4044860.22	33544.93	709261.69	452571.55	43989.73	53687.39
Scenario 1	341	2	True Positive News	41	TRADING	152244.02	1505715.61	165531.85	269376.13	541883.49	443541.55	242019.33	522587.37	730602.51	947340.76	464045.01	303862.07	1633906.58	20384.59	436800.3	43578.87	312149.79	461133.92	210738.26	48269.79	123515.29	489262.47	372770.63	409426.13	100381.17	117735.52	148767.56	189262.86	103910.78	153099.82	129146.46	132355.06	149362.1	96074.01	155175.44	131829.1	113162.21	1428671.13	20360.08	15877.9	121593.81	218888	146.43	1263377.2	4053120.65	33572.02	706428.25	452209.76	44012.79	53679.46
Scenario 1	342	2	True Positive News	42	TRADING	152253.94	1509617.53	165583.99	269984.02	541429.73	443652.79	241293.63	523605.29	730346.64	947982.22	462303.61	304560.99	1633610.17	20388.64	438875.64	43583.46	312625.43	461680.3	210866.25	48238.75	123276.55	488832.71	372554.71	409142.99	100382.06	117784.61	148821.62	188845.09	103808.7	153209.76	129503.21	132531.61	149148.04	96037.26	155039.38	132221.14	113104.12	1428249.71	20362.69	15853.15	121793.89	218757	146.7	1263887.96	4038497.01	33572.04	706007.37	452990.07	44060.76	53580.22
Scenario 1	343	2	True Positive News	43	TRADING	152014.14	1503255.71	165721.34	269735.75	541094.45	443342.12	241178.43	523736.81	731466.7	944945.51	460893.35	304821.43	1636084.85	20377.84	439162.17	43586.6	312214.42	461154.73	210828.13	48222.69	123125.78	490797.15	372960.86	409056.84	100319.39	117753.54	148224.07	189052.57	103971.66	153271.82	129541.18	132117.74	149216.08	96090.11	154785.56	132579.48	113087.91	1427709.8	20370.26	15811.15	121939.89	218930.47	146.32	1265135.69	4038519.4	33562.6	703962.79	452833.98	44021.16	53447.12
Scenario 1	344	2	True Positive News	44	TRADING	151593.15	1502130.94	165387.59	269854.87	540252.96	443766.1	241303.48	524861.14	731126.48	943016.69	460270.17	304034.51	1634401.21	20377.52	439806.19	43677.84	312285.6	461244.13	210840.24	48266.91	123565.02	492142.93	371760.89	408840.71	100178.36	117665.87	147778.21	188937.34	103765.8	152884.2	129517.77	132299.11	149223.76	95955.04	154700.3	132632.97	113116.79	1428943.37	20357.77	15823.92	121704.3	219329.82	146.9	1262656.95	4032499.62	33538.36	702746.08	453607.58	44031.11	53659.92
Scenario 1	345	2	True Positive News	45	TRADING	151579.38	1505510.99	165282.71	269747.83	541763.99	443164.66	241478.4	524959.4	732075.24	941778.51	460506.54	304520.95	1633482.33	20366.39	441267.75	43684.33	312439.2	462240.78	211188.66	48168.99	123998.39	493788.19	372637.24	408307.72	100280.57	117570.51	147801.05	188909.61	103778.6	152500.1	129458.76	132771.34	149250.53	96044.54	154395.31	132464.87	113111.27	1429780.74	20385.44	15794.73	121640.36	219339.62	146.53	1261094.49	4032922.51	33503.91	701428.2	453354.69	44119.26	53660.37
Scenario 1	346	2	True Positive News	46	TRADING	151354.89	1501654.34	165181.62	270221.05	543060.84	443098.8	242222.96	524760.63	734249.67	944272.95	460053.94	304574.16	1632024.32	20354.8	441447.54	43764.58	313320.83	461527.19	211175.79	48175.34	124046.86	493707.05	373216.95	408682.54	100215.3	117450.47	147153.1	188901.74	104114.09	152389.92	129502.05	132856.59	149578.29	96177.77	154437.67	133077.91	113078.28	1429122.72	20367.67	15821.95	121060.01	219369.83	146.35	1257867.91	4017099.71	33489.67	700140.73	452960.09	44108.22	53741.19
Scenario 1	347	2	True Positive News	47	TRADING	151562.34	1499847.94	165244.3	269542.03	544185.37	443320.46	242024.09	524184.12	733389.88	942291.9	460836.65	304554.19	1632271.36	20346.89	442355.61	43782.69	314075.93	461153.62	211408.38	48209.64	123679.23	494567.19	373126.49	408935.7	100149.52	117704.67	146990.8	188652.13	104095.04	152700.29	129532.46	132929.28	149633.38	96138.52	154501.66	133422.26	113206.51	1430701.55	20367.2	15847.78	120835.29	219533.57	147.13	1252958.22	4016825.1	33468.56	697090.57	452087.99	44130.3	53740.09
Scenario 1	348	2	True Positive News	48	TRADING	151837.29	1497199.79	164709.47	269336.06	545444.15	443332.57	242574.62	523373.55	733256.81	941054.37	460251.91	305137.7	1632490.83	20352.21	441951.46	43768.58	313472.94	461056.03	212069.79	48193.71	123546.87	495077.2	373098.24	409097.43	100224.08	117839.23	147279.82	188842.55	104233.41	152839.35	129627.09	133181.4	149685.92	96271.31	154491.4	133119.23	113063.56	1429983.9	20376.45	15881.92	121027.65	219573.91	146.18	1249803.06	4011576.36	33482.51	695448.16	453023.73	44089.11	53782.77
Scenario 1	349	2	True Positive News	49	TRADING	151441.9	1495691.53	164502.68	269278.45	545397.24	443764.81	242847.61	523860.18	734108.92	943972.29	459999.35	305697.9	1633098.93	20342.32	442912.77	43780.24	314122.64	460928.38	211807.28	48099.39	123766.29	495651.08	372803.04	409865.77	100258.92	118011.73	147140.46	188840.12	104496.76	152610.58	129489.59	133373.97	149661.27	96340.67	154360.8	133312.72	113082.72	1429361.41	20381.49	15836.9	120922.2	219506.76	145.03	1244966.55	4000500.03	33453.43	693650.47	452500.37	44044.91	53820.67
Scenario 1	350	2	True Positive News	50	TRADING	151453.38	1495516.03	164545.14	268820.52	546074.54	443227.59	243256.2	523036.76	733013.55	941683.89	458753.56	305492.7	1629766.56	20330.48	444431.49	43788.63	313331.19	460594.98	211741.01	48032.66	123778.54	495385.58	371961.5	410100.91	100212.21	118240.86	146925.02	188754.29	104566.49	152566.59	129580.53	133255.77	149291.98	96468.91	154371.6	133332.3	113181.74	1429310.69	20426.64	15870.2	121412.39	219271.3	144.95	1242898.19	4003517.15	33396.19	692007.68	452697.04	44024.12	53842.15
Scenario 1	351	2	True Positive News	51	TRADING	151145.14	1493482.71	164494.81	268553.69	546316.66	442950.52	242332.03	522858.72	732727.86	942464.1	458153.44	305547.49	1631543.51	20329.74	445527.49	43754.21	314058.54	461054.11	211074.6	47991.06	123625.62	496781.18	371858.68	410340.86	100207.63	118276.23	146641.68	188629.79	104357.18	152602.75	129544.27	133095.96	149373.58	96435.52	154463.23	132892.37	113137.98	1429990.99	20425.51	15856.9	121172.53	219455.67	145.58	1241204.56	3993939.92	33395.37	689172.48	452964.86	43971.95	54008.21
Scenario 1	352	2	True Positive News	52	TRADING	151108.63	1490559.08	164236.39	268770.53	545753.4	442945.21	241854.75	523753.84	734481.16	942949.42	458745.92	305477.72	1634130.49	20317.43	446724.16	43733.74	315146.6	461172.01	211003.04	47922.91	123089.5	496345.14	371034.51	411258.25	100249	118043.23	146947.43	188416.61	104333.09	152376.38	129562.38	132798.51	149297.49	96617.48	154578.7	133746.68	113047.53	1427592.57	20430.94	15834.89	121578.44	219180.7	145.22	1239461.17	3983742.94	33354.66	689166.37	453100.31	44016.76	54274.12
Scenario 1	353	2	True Positive News	53	TRADING	151192.61	1488471.08	164926.38	268783.45	546954.79	442885.7	241629.82	523862.84	733553.62	943096.12	458464.73	305727.46	1633073.34	20324.65	447237.83	43676.84	315519.58	460074.31	211029.76	47857.18	123503.49	496888.66	369767.46	412192.21	100206.14	118068.13	146961.6	188555.16	104321.07	152914.01	129505.21	132654.78	149258.7	96766.19	154717.78	133920.71	113052.63	1422188.74	20420.77	15825.92	121219.85	219166.75	145.67	1235851.13	3984352.61	33346.58	689054.58	453284.76	44036.74	54272
Scenario 1	354	2	True Positive News	54	TRADING	150969.82	1485236.62	164711	268236.77	546601.15	442737.88	241186.94	523469.95	730514.25	948981.94	458260.14	305131.69	1632078.28	20314.88	449285.94	43709.54	314396.63	460689.36	210854.38	47780.31	123566.89	496208.33	368553.12	413543.28	100084.63	118236.35	146731.49	188348.24	104234.48	153064.58	129589.47	132723.2	149226.41	96831.66	154844.05	134012.56	113108	1422781.28	20408.67	15796.01	121263.29	218993.3	144.72	1229697.73	3984840	33320.37	687474.83	454074.66	44226.18	54389.11
Scenario 1	355	2	True Positive News	55	TRADING	150859.11	1485282.51	164395.28	268492.93	546290.8	442819.15	241519.22	522229.21	730091.66	948590.45	457770.14	305206.37	1631333.88	20309.28	451110.26	43750.88	314389.36	460714.45	210701.48	47701.08	124389.57	494609.78	368260.52	414073.33	100085.23	118164.01	147423.58	188157.9	104324.09	152848.3	129494.43	132520.13	149115.5	97137.51	154862.74	134090.99	113058.45	1422184.95	20412.53	15780.66	121167.62	219451.74	144.91	1229091.38	3982908.44	33284.86	686450.69	454577.59	44229.44	54450.77
Scenario 1	356	2	True Positive News	56	TRADING	150935.25	1483298.2	164388.15	268687.01	548141.06	442664.1	240937.8	522199.19	728417.18	946322.78	457557.7	305727.22	1632853.06	20287.14	451670.45	43757.56	314481.93	460113.34	210505.05	47641.8	124502.9	495261.51	367193.6	414479.27	100119.94	117690.8	147314.37	188349.29	104322.84	152796.5	129574.34	132583.74	149123.66	97307.31	154925.74	134078.42	112980.37	1420354.48	20405.58	15822.78	121259.93	219667.29	145.04	1225674.81	3975436.92	33278.89	685764.26	455108.71	44250.02	54442.83
Scenario 1	357	2	True Positive News	57	TRADING	150918.66	1483329.88	164864.42	268357.42	547875.7	442740.89	241477.36	521808.84	727429.25	944428.44	457761.5	305745.75	1626692.48	20284.92	452381.9	43682.46	314443.02	461010.76	210570	47595.73	124273.22	495149.09	366536.2	414937.95	100154.75	117723.15	147347.72	188428.87	103965.13	152661.85	129454.11	132739.5	149325.75	97723.67	154954.36	133707.35	112999.14	1419148.07	20407.72	15873.39	121275.17	219373.72	144.86	1221601.28	3975128.75	33257.96	684511.83	454240.18	44146.4	54497.92
Scenario 1	358	2	True Positive News	58	TRADING	150895.59	1486608.15	165139.24	268173.23	547836.26	442564.32	241215.67	521911.87	727138.1	943395.52	458054.7	306109.95	1625563	20275.23	453585.42	43651.06	315098.65	461349.74	210666.9	47454.83	124089.17	495508.13	366587.69	415585.31	100116.34	117613.64	147733.24	188492.39	103885.92	152950.1	129519.1	132649.33	149398.26	98224.65	154904.19	134252.2	113073.84	1417082.9	20431.04	15922.99	121155.85	219092.68	145.1	1216809.45	3972202.37	33267.88	684396.77	454087.88	44211.52	54641.74
Scenario 1	359	2	True Positive News	59	TRADING	150716.31	1487895.28	165588.11	268303.85	548332.54	442303.13	241337.4	521641.43	725658.34	942967.21	458282.61	306097.7	1626663.41	20278.47	456689.18	43659.84	314674.32	462549.85	211014.07	47320.27	124442.7	494567.67	367288.95	415561.12	100124.61	117719.68	147353.7	188469.74	103741.78	153101.84	129517.61	132778.35	149642.56	98780.33	155026.73	133584.28	113012.6	1415446.85	20440.57	15974.19	120973.31	218828.53	145.13	1212544.41	3964387.88	33250.99	684202.55	454170.93	44136.81	54344.34
Scenario 1	360	2	True Positive News	60	TRADING	150958.34	1488961.91	165501.02	268332.68	548173.56	442433.69	240981.43	522077.37	726728.73	942971.5	459366.23	305949.31	1627516.58	20260.53	459042.97	43639.04	312722.06	461258.37	211255.67	47207.46	124427.97	493192.32	366896.78	415171.68	100060.06	117756.36	147246.34	188573.42	103969.44	153351.23	129669.37	132316.15	149834.2	99123.36	155027.78	133174.58	113194.6	1414951.26	20436.13	15993.56	120806.76	218430.14	145.09	1209444.72	3984244.44	33256.21	684791.85	454237.45	44138.17	54295.72
Scenario 1	361	2	True Positive News	61	TRADING	151321.67	1489653.36	166156.96	268849.2	548212.65	442966.32	240602.45	522881.47	728148.28	944074.31	459105.52	306801.73	1627594.98	20228.78	459766.64	43712.97	312861.77	460885.87	211312.53	47211.9	124329	492037.71	366589.1	415810.4	100051.98	118031.2	146830.22	188660.54	103896.64	153017.79	129858.35	132269.15	149692.32	99660.71	154983.29	132276.04	113456.06	1413540.98	20407.28	16003.2	121303.94	218239.6	144.9	1206518.64	3983889.26	33250.31	684636.09	454291.66	44167.68	54209.88
