SK hynix	Samsung Electronics	KODEX Semiconductor	KODEX Leverage	TIGER Semiconductor TOP10
1669088.6	253520.42	156537.05	142905.27	42205.54
1671291.36	256090.86	158868.47	144856.6	41982.5
1655660.69	260310.41	159495.41	149439.18	42376.18
1667588.16	263762.97	152545.73	155463.55	42361.52
1662964.95	263570.85	145426.52	153596.22	41999.9
1682216.15	260751.65	143210.12	148873	42160.76
1674850.22	259423.59	143247.71	149143.07	42234.03
1695762.53	258040.22	144646.25	147948.13	42327.01
1694277.7	261576.83	145710.53	146030.22	42462.07
1680573.14	267935.37	145311.41	142646.46	42617.96
1708105.29	280674.71	145233.5	145149.47	42343.35
1683227.18	287974.07	142096.97	147117.53	42540.88
1688878.65	290949.9	140329.04	147260.56	42458.66
1678900	289023	144918.31	151592.04	42657.82
1692332.3	283620.44	147208.59	151638.64	42319.09
1672145.82	273141.71	151505.05	151698.64	42647.15
1680335.07	264758.65	152666.34	147699.02	42752.71
1677655.4	267212.63	153838.16	149507.03	42492.38
1682706.87	270493.25	156922.09	148801.37	42514.04
1642240.84	273479.2	160056.71	146116.55	42759.13
1667608.87	275986.98	161077.05	142027.87	42629.37
1635693.54	269422.34	159884.51	141746.88	42621.02
1685518.54	272584.51	159362.61	142082.92	42744.98
1710487.1	272923.7	158606.76	136973.6	42515.69
1749094.33	272887.94	158299.55	139914.7	42474.72
1785354.66	271323.2	158011.23	145267.04	42765.85
1838000.23	273933.78	158698.64	148207.49	43109.12
1789374.11	273448.21	155331.14	149404.9	43041.82
1717484.17	271910.72	155457.48	151991.18	42813.49
1660317.42	276012.5	153041.83	154599	42834.52
1662143.73	275324.65	151358.53	158364.42	42450.67
1716648.44	277913.28	151782.14	160970.85	42563.01
1773603.56	278796.85	151525.04	151909.25	42702.43
1777083.77	275179.19	150923.04	150346.61	42908.73
1735044.86	274070.05	152023.98	146003.48	42744.82
1682527.66	276912.95	152358.28	144190.57	42800.01
1671295.63	280753.58	153727.13	144669.72	42784.34
1643716.23	283202.68	152345.29	145708.89	43434
1613265.18	279284.52	152536.98	144001.95	43840.84
1612538.53	275798.82	154561.48	143501.21	43958.43
1604173.18	280719.03	157828.85	145911.32	44045.85
1628458.81	281620.24	163570.45	146825.3	43675.31
1635326.15	280381.91	164722.91	146053.67	42937.21
1642892.91	280592.43	162443.19	148896.98	42385.67
1668996.25	281807.59	160575.1	151446.45	42401.88
1698340.8	281150.3	155625.24	147530.67	42597.16
1697503.15	281540.65	155544.68	145935.28	42636.33
1760439.8	281108.36	153057.62	144940.44	42599.55
1791155.09	278542.19	150212.51	141189.22	42675.44
1769436.35	273949.23	148626.69	140102.33	43081.08
1736494.1	274864.61	150588.74	143116.97	42919.99
1727018.79	279155.08	151092.61	142895.54	42782.41
1730855.57	273811.1	152019.37	143680.24	42772.29
1697070.19	274093.25	152447.73	144344.64	42821.89
1677919.55	278974.9	151846.04	144134.78	42827.42
1706930.89	278951.39	152770.87	144463.33	43187.68
1745934.58	279360.91	153552.19	144202.27	42652.65
1753812.52	280117.48	153679.47	144937.06	42505.74
1745400.69	281369.79	154965.09	148549.77	42734.21
1744193.18	279918.05	155643.74	145142.17	42873.93
1735585.69	284676.38	156659.18	144872.76	42714.86
1741070.99	285465.04	154925.79	145542.47	42865.77
1751099.19	285894.44	156013.85	150119.06	42944.29
1739693.22	283372.01	154851.95	149464.33	43050.61
1739186.13	281175.9	155117.46	149464.33	43050.62
1743977.74	277616.55	154400.21	149750.86	42413.21
1754403.14	276563.86	153327.44	150276.95	43013.52
1727835.24	277831.57	157413.31	150357.9	42412.66
1693896.95	276417.47	159408.31	150716.09	42734.4
1698323.45	277049.5	160860.96	148560.39	42229.13
1685994.48	278830.14	158692.32	149728.69	42842.51
1648211.86	280395.58	158785.49	148521.65	42839.27
1686595.73	280645.01	156500.59	146572.1	44264.29
1718048.19	279800.1	156405.47	144422.08	44642.31
1726479.58	279975.21	155063.7	146153.33	44243.7
1729245.27	280771.54	155298.29	149111.61	43564.02
1739144.43	282846.76	155972.03	147424.79	43106.12
1733941.1	280641.87	156683.13	147426.42	43291.47
1722519.09	284304.33	156650.46	144656.82	44363.7
1719300.07	282943.37	156555.33	145796.91	45359.84
1746188.52	281615.22	155499.67	143045.48	46448.19
1713047.91	279467.19	158627.56	144462.87	48132.99
1678668.44	278746.84	159121.1	146861.12	47665.36
1654867.11	275571.27	158215.03	145738.48	45509.57
1668401.01	272838.31	160379.47	149007.98	43623.49
1660067.95	266569.7	159079.13	150645.23	43429.56
1666728.99	260056.12	161725.9	149231.83	42903.33
1666339.09	262158.6	160946.92	149054.47	41985.56
1712674.53	270763.5	161208.18	146980.36	41267.81
1702353.42	271828.43	162157.32	150647.97	40533.7
1703238.7	271162.09	163819.33	146317.65	40248.91
1722295.18	270611.71	161561.1	146543.5	40002.66
1724588.35	269338.53	159632.35	146008.03	39802.41
1730850.79	270169.5	159417.16	148132.88	39965.49
1765919.35	269683.77	158142.67	150259.02	40679.43
1733458.84	270257.85	153323.25	148160.55	40928.87
1734472.57	268627.87	153302.65	151724.06	40659.8
1754314.92	271837.4	150077.53	151293.27	40367.03
1756907.58	274745.95	146521.86	146279.37	40796.37
1741120.14	274017.42	142855.65	145677.72	41719.62
1735715	274315.5	141342.68	141785.59	42193.35
1727215.45	277379.74	141451.29	144469.63	43408.96
1731842.96	275135.04	140162.74	146341.89	43875.29
1708677.27	273037.32	140025.48	150001.68	43223.88
1707667.45	270041.72	139419.51	148743.05	41951.49
1686492.25	275874.46	142100.03	147011.78	43053.98
1694829.31	274380.17	143815.45	149233.42	42947.5
1684580.84	271223.23	143031.97	146628	43472.59
1667852.23	277929.12	145117.8	147928.41	43419.19
1689140.86	276665.35	144420.23	145084.99	43360.34
1712291.48	275365.23	146240.86	141390.6	43830.5
1712334.99	272028.71	151669.41	140981.28	43636.69
1736170.78	272833.03	152894.96	138194.2	42704.97
1711499.14	269422.14	150461.6	139587.45	42749.15
1694041.28	269314.37	147884.12	144064.88	42704.45
1677547.23	265779.15	145921.95	142455.39	43016.1
1664048.74	267882.58	148222.56	143057.47	43154.28
1647652.31	267825.59	148703.25	144315.19	42788.25
1683720.23	265237.34	148706.58	144279.06	43091.88
1718084.15	270102.52	146837.93	142379.78	43151.75
1724822.14	274487.79	146720.99	140359.16	43366.66
1707271.98	269699.48	146767.35	146194.87	43010.46
1698737.77	269591.19	147363.47	149602.04	43009.26
1649834.18	269242.72	145621.42	145106.76	42506.94
1669380.73	268565.58	146549.2	145516.54	42343.26
1707468.33	270491.75	145911.51	144327.96	41704.96
1692816.13	276109.83	144509.95	142753.09	41889.04
1700845.5	272798.32	143160.66	143682.5	41476.45
1711016.36	273985.92	142327.39	147123.47	41640
1751303.22	275456.82	138599.42	146877.65	41464.83
1768277.81	276763.94	142488.59	144428.16	42189.36
1758788.47	275670.89	146874.93	141653.13	42090.26
1698222.83	278596.84	146457.13	139740.84	42275.51
1697061.78	285953.25	145095.06	138130.94	42200.42
1719154.61	282634.69	146699.35	141729.64	42759.99
1723185.09	282994.33	149094.49	142066.16	42886.12
1717293.15	278369.16	148049.78	138472.72	42424.52
1716703.02	275190.25	144423.27	143504.28	43599.66
1687887.84	272936.11	146158.61	146341.49	43103.04
1683611.46	269925.3	145389.52	144660.11	43611.53
1671959.26	271072.07	149362.27	145474.08	43495.21
1681155.23	270121.75	150572.03	149712.02	42809.53
1686875.87	270264.33	155479.31	150782.67	43418.79
1686480.53	270545.86	156941.11	148939.16	42927.84
1712229.69	277165.57	163103.69	151450.84	42768.87
1734799.51	279521.52	163030.61	148489.32	42884.66
1762389.87	276717.36	162027.54	150328.18	43025.61
1797663.64	274832.6	160022.19	145593.24	43038.66
1850624.52	278026.03	160850.17	146456.81	42941.78
1867913.19	275708.72	160739.38	148779.55	43904.74
1840375.2	279348.29	156902.07	150247.15	43222.79
1837690.66	280490.28	156694.21	148220.28	43324.52
1807671.58	283489.74	156481.08	150933.33	43591.17
1785283.67	288881.11	155971.58	150689.4	43014.56
1776282.17	290631.81	155915.82	148113.4	43416.33
1774499.33	291629.45	156525.87	149192.43	42876.99
1784970.36	294238.04	157593.65	150800.09	43419.22
1768596.06	295151.37	162410.15	153395.63	43858.79
1771216.61	304155.95	161580.27	152262.35	43125.58
1760474.81	292542.14	159949.24	148154.36	43172.99
1756180.07	281285.03	157914.52	148566.18	43015.19
1778977.5	277750.49	158829.75	148011.13	43396.44
1779363.29	269436.56	157648.59	146155.45	43068.51
1806807.75	262244.53	161258.97	145216.48	43127.16
1817960.32	256797.83	162780.43	146457.28	42829.39
1845677.05	258610.84	163264.14	144969.55	43004.67
1837419.71	258540.2	165261.9	146792.06	42668.29
1859900.63	259962.75	167157.3	150567.91	42570.11
1838699.54	263519.41	164506.72	147075.55	42791.12
1831964.3	270000.39	163422.04	152454.67	42617.52
1810382	275857.41	162398.47	151817	42938.77
1785415.43	276561.42	160378.47	151651.39	43404.93
1805950.84	279329.26	160443.2	154778.28	44175.06
1784479.04	279703.91	163836.45	157751.65	44173.5
1786545.85	276448.62	164327.82	158168.02	44318.32
1788229.82	281009.43	164954.76	161579.08	44968.21
1741769.83	282824.25	164366.7	162481.53	45791.79
1781586.12	283634.63	162259.3	161725.88	47164.42
1779639.3	278942.2	160096.6	159523.35	47837.56
1786138.37	283962.22	161713.66	155116.46	46749.87
1780275.83	287200.23	159779.07	156885.46	45500.82
1793519.53	290718.59	162449.28	153902	45325.26
1763720.44	301011.7	166344.8	150168.27	44314
1764105.1	299802.16	167105.84	148164.05	44266.36
1789763.52	282009.16	158915.04	148223.43	44106.39
1784985.34	263824.34	158416.85	147374.06	44827.44
1762407.03	257511.15	157289.44	146925.73	44158
1749489.75	257074.11	156975.71	148799.95	45630.52
1761059.3	258433.65	155763.81	148085.95	45102.55
1763442.06	267470.67	155967.04	147525.41	44599.09
1759773.35	269027.88	154003.61	149436.75	44217.26
1780820.2	272777.07	153362.71	149520.51	44435.68
1761687.89	271423.56	154393.14	149730.55	45106.44
1804614.48	280382.42	153448.22	149486.76	45194.58
1862503.5	288336.31	154663.46	157954.19	45271.41
1791723.77	299414.57	154060.93	155492.9	45771.86
1740238.36	300761.98	154944.11	154082.62	45438.6
1708157.46	305260.45	153096.4	153383.4	43797.45
1716888.46	299767.64	155313.71	152766.44	43149.8
1750842.97	299784.86	157475.5	150372.5	42759.04
1815266.89	297530.53	160360.22	151020.41	41373.7
1815553.41	298355.01	160508.41	150800.54	42005.01
1805195.74	298009.1	161604.78	153958.24	42313.34
1755072.86	298814.48	162855.48	152320.83	42853.41
1714172.47	299783.61	165758.96	154147.8	43342.25
1704321.07	296280.37	167658.77	150666.81	43688.12
1729495.72	295592.92	165250.39	149522.27	44599.55
1749415.62	297144.82	165489.49	151823.31	44966.86
1700957.13	298156.02	165180.17	151534.36	46059.4
1696440.75	300764.86	168366.53	155021.12	46564.44
1748486.64	311134.98	165018.34	154107.65	47300.17
1784576.82	316677.28	157799.69	152040.69	47167.17
1777664.65	326953.99	157692.94	154700.24	46580.5
1759743.81	332795.15	157060.93	156946.03	44971.63
1738304.18	321119.34	157601.12	159695.73	43810.52
1740987.49	308196.14	157545.39	161110.34	43832.49
1700753.24	302136.25	158092.9	165381.1	44354.83
1721397.64	288028.06	157204.35	164862.75	44653.77
1722722.73	283386.18	159040.71	161458.58	44098.02
1745221.33	283086.36	159660.47	157236.67	44079.45
1775010.61	288896.81	159437.37	154825.38	44609.03
1795547.08	287044.34	161425.19	153999.36	44247.66
1745906.68	290962.93	160106.06	155851.1	44476.95
1752996.16	289572.53	158245.44	159702.56	45768.25
1752298.76	292473.48	158308.81	161425.03	47010.28
1760647.43	295857.98	158214.8	157959.21	48657.51
1790286.74	298088.55	159554.72	157532.32	48561.92
1795293.08	298504.46	157176.81	156922.19	48277.81
1815195.57	297470.92	158060.54	158678.85	48321.44
1816174.43	300220.88	158340.1	155348.11	47687.57
1846244.95	296813.99	155377.61	156188.99	45843.31
1832506.65	300324.55	155257.89	156464.48	45281.69
1835285.37	300397.19	160727.76	154000.83	45074.26
1807066.29	306526.38	169222.12	158700.18	45910.23
1766733.01	311604.97	175518.69	155892.92	45813.8
1721963.02	312109.98	174463.78	155450.59	45988.53
1764753.69	309427.83	169069.11	155460.14	45828.44
1799161.29	305851.92	164139.34	152151.11	44920.07
1804090.46	306834.45	165469.75	155146.6	44764.68
1839974.02	312934.85	166990.23	155224.92	46093.37
1869238.77	316293.28	168844.44	155341.51	46862.07
1869315.18	317131.21	168626.14	155243.95	46928.51
1857162.48	316828.8	167544.27	152566.65	47731.14
1895020.97	318289.59	168862.6	154027.37	49039.88
1906066.8	318768.7	168107.7	155661.9	49759.92
1874694.5	310658.8	166700.15	160818.32	47629.27
1855108.45	305554.88	166421.58	164904.04	45940.44
1827019.63	303805.44	166820.13	166816.39	45956.53
1791511.82	307531.86	167721.64	160318.07	45574.43
1814832.82	302219.58	165473.52	160489.61	45146.43
1793793.45	297117.11	162231.4	159722.23	44949.69
1799938.26	291582.09	159848.42	154391.54	45237.06
1784180.08	300204.41	164719.78	157705.16	45443.82
1795938.1	304431.43	167587.39	157281.84	45406.37
1777737.95	308037.64	169099.24	156884.84	46664.34
1838180.14	303203.67	165155.86	155957.33	46789.05
1868119.92	300477.62	157704.43	157393.6	47377.21
1839819.04	303146.21	160021.67	160438.9	47911.25
1815632.51	305943.05	161234.83	162047.72	47437.37
1803820.36	311749.59	163048.24	161253.61	47849.5
1827002.09	311239.52	164608.14	162511.56	46905.05
1852248.63	305543.23	166528.5	162690.84	47124.93
1873147.54	303347.57	168450.93	164106.87	48025.02
1891989.43	304012.52	170230.89	162780.99	46684.19
1889962.52	303283.83	170783.77	162848.74	46656.15
1875820.38	300358	168840.16	155547.81	46347.79
1909272.8	301582.33	167474.87	157946.64	46374.24
1879038.61	302783.52	168925.02	157108.71	45869.04
1888190.97	308392.53	168690.5	155192.8	46824.51
1957520.08	307974.96	167989.35	155264.62	45836.82
2020728.03	305832.8	168277.33	156424.81	44447.71
2031453.45	304949.06	168022.32	155607.9	43572.75
2009256.42	307014.63	172096.64	159049.9	43387.48
1948593.79	307172.89	169771.35	162141.93	43044.01
1894803.13	305121.32	166964.18	158273.54	43039.83
1806273.97	307146.11	169745.16	165320.26	43932.49
1774479.28	304267.28	171803.58	165515.29	44351.42
1780708.72	304602.78	177430.99	164139.07	45265.55
1779898.98	308242.34	179844.27	163060.09	46071.67
1803660.79	311287.15	177185.34	167762.51	46189.99
1841112.17	315547.6	175917.25	169212.92	46679.95
1884374.68	314336.96	176435.08	170998.87	47135.69
1883806.57	316996.39	171047.32	165284.2	47178.76
1898766.15	321408.17	165050.77	161968.65	47592.48
1910038.99	318646.47	165014.89	158423.73	47448.82
1899976.39	309799.46	166656.4	160894.12	47222.11
1896219.44	309989.85	173739.4	159476.21	47075
1894809.7	303554.51	176215.99	161377.61	46756.23
1917324.96	304889.63	174904.27	161649.91	46257
1946962.59	306431.85	172849.68	158517.75	46121.24
1931646.83	303003.37	172926.86	158116.2	46374.2
1910284.42	308018.22	171329.2	162650.5	46181.75
1919605.73	313513.12	168907.3	166585.59	46745.68
1946071.14	311642.05	170447.27	167968.69	47932.61
1970251.17	312047.54	172308.38	164620.74	47169.51
1922639.08	311300.91	172725.48	164719.14	47407.94
1921792.26	313444.42	174957.07	166901.23	47446.37
1892248.15	316142.35	173502.22	167115.16	47383.22
1867220.94	316204.75	173472.4	164876.85	47354.36
1865717.2	316727.12	173148.52	159347.35	47414.91
1883063.39	318386.09	172591.8	161348.81	47640.08
1891869.43	321167.71	171008.8	161543.11	47106.19
1965595.29	320147.56	174597.03	155028.46	46621.26
2024587.42	313440.32	175852.42	154090.18	45774.12
1999227.19	314304.05	173672.25	152655.09	45357.29
1938539.66	309668.09	173100.04	155420.64	45143.61
1886739.18	312410.12	175032.77	158979.33	44877
1896982.73	307884.94	175253.32	165303.76	45087.18
1917380.31	311658.2	174891.3	167695.73	46130.28
1939281.75	311461.82	173174.43	173020.2	48419.77
1915917.9	309496.27	175661.22	171421.21	49445.09
1881473.03	307472.35	172270.83	171042.48	48713.26
1885538.54	309067.4	174953.48	171490.48	46389.71
1870919.87	310278.58	175842.11	173220.45	46049.2
1910539.7	315792.92	176292.56	173197.37	47177.58
1928681.24	322167.46	174583.03	172782.24	47798.54
1959507.11	324871.18	176013.92	168484.51	48554.87
1971032.85	321472.07	176016.65	166392.16	48509.46
1971420.94	318066.04	176399.51	167775.66	48578.19
1957239.96	312084.67	176918.78	167840.93	48548.07
1914941.12	310193.59	174170.13	168420.23	48133.2
1887058.32	308505.06	173130.58	165800.02	47233.15
1892205.68	307220.81	171154.37	166932.65	47270.73
1896062.77	304512.59	169513.06	167618.77	48568.98
1907686.98	311351.19	167242.07	165436.57	49094.74
1938514.62	316186.04	169818.19	166202.36	47547.29
1948871.69	316689.76	169556.73	167229.05	45425.45
1952361.27	317148.23	172743.91	164171.16	46131.98
1986100.04	318984.86	173872.65	167437.76	47127.23
2012941.08	316744.92	177441.76	172449.55	47528.34
2021129.67	314119.71	178235.06	171690.59	46341.62
2001106.07	309901.79	179456.88	171590.36	46427.75
1990436.84	307442.61	176777.49	173201.92	46522.94
1958028.67	304097.75	178058.79	173311.49	46784.97
1943811.47	305868.14	180467.89	172847.69	47077.64
1966305.7	303532.05	182043.87	169734.05	46368.75
1944540.37	306952.93	183301.88	168690.37	46160.86
1987181.61	310959.77	180494.11	166988.03	46742.7
1997245.41	316427.22	177479.01	166592.62	48432.34
1961433.23	325625	178569.54	165299.82	49461.43
1971126.41	332094.16	180159.43	167295	49421.35
2012725.12	328722.01	179660.27	170611.7	48892.47
2050652.77	321739.3	179094.57	169823.08	48527.24
2076565.53	318421.7	180217.25	170987.22	47110.52
2076929.53	317248.95	179897.16	173638.48	46962.36
2035659.14	318806.08	176749.05	172900.74	46742.31
1998724.28	320674.87	180129.13	174370.01	46912.52
1959132.07	322338.76	181093.27	169726	46918.63
1893679	327780.94	183689.14	162204.57	47425.5
1934619.8	331886.04	182182.23	156793.89	47502.04
1977999.96	329998.05	179299.88	155231.5	47117.73
1986459.06	318973.62	177342.98	158283.64	47735.28
1947705.35	311883.45	175835.36	160448	48003.9
1959749.28	307177.15	173983.29	160569.09	48400.09
1952977.91	310997.48	173364.13	161602.36	48041.42
1963184.92	313704.74	174757.71	166508.81	48471.2
1980710.67	315863.52	174066.75	169121.13	48802.32
1991094.33	318035.64	174930.45	171556.06	49502.41
2022985.01	322116.51	175851.54	173963.58	50329.76
2041740.59	327201.18	179659.72	172541.36	49857.82
2016628.6	329812.44	179103.36	172956.51	49511.99
2041981.07	333720.04	180732.37	174308.57	49509.24
2036807.6	332108.65	181705.73	174467.27	49638.5
2058988.42	338026.28	180873.68	171771.88	49813.77
2058922.8	339143.55	180873.68	174924.95	49851.34
2037205.27	342838.21	181058.99	175370.22	49459.34
2043733.17	344306.85	181271.55	178923.66	49567.07
2057657.61	343939.05	181369.87	177325.47	49611.82
2082923.66	345600.13	182086.24	175916.33	50175.81
2058796.62	342872.05	182562.33	172133.81	50150.63
2087935.54	345181.29	178261.91	173400.35	50341.73
2068649.86	340698.78	179654.9	176205.99	51005.98
2054433.66	344083.16	180190.14	177281.14	51224.27
2050000.58	343320.69	178164.72	175100.45	51199.51
2038816.46	342828.26	179056.44	176593.23	50832.95
2026828.25	347690.34	180297.38	177953.24	50674.46
2034575.6	346691.42	180535.45	176809.08	50912.69
2019793.87	347868.99	181413.77	175372.71	50737.68
1996178.35	350390.08	178425.88	175479.25	50002.04
2024029.7	351007.41	179682.41	169242.72	50497.72
2019602.39	351487.45	180522.98	165777.77	49361.8
2030021.3	347711.85	180388.11	162336.91	49550.7
2060680.8	350729.97	181185.76	156412.71	50394.26
2011463.27	348675.87	181911.29	159112.23	50975.07
2020291.42	347890.01	178363.26	166599.5	49857.59
2023128.45	350458.36	179800.77	171424.04	48782.42
2050184.86	357695.77	179132.52	172763.92	49357.32
2036610.08	346198.4	175303.31	177904.39	49211.2
2065318.68	336252.93	173670.94	175611.49	48186.19
2120329.77	336489.02	171386.41	180661.18	46928.47
2115250.26	338226.14	173492.91	180289.58	46236.9
2073932.95	332321.56	173112.29	176701.93	45821.84
2069436.94	330076.99	174650.13	178544.88	46033.41
2069245.35	331496.64	174452.1	173423.88	46029.54
2083599.85	331136.86	172862.1	174679.89	45595.38
2072339.6	331296.55	172326.34	176465.62	45966.23
2044445.52	334719.92	174292.15	172832.5	46690.96
2035330.21	341440.66	171157.63	173102.27	46852.56
2026175.88	342541.49	169849.47	168979.23	47137.57
2005914.96	342785.92	169091.76	169770.64	47177.15
2012695.55	346252.08	167356.47	171867.63	47509.79
1976523.07	349658.62	161911.27	169293.64	46680.3
1949345.03	342191.91	160052.79	171948.4	46600.17
1897513.01	338552.55	163225.04	175214.76	47035.83
1872923.47	334956.05	169461.18	173449.16	46605.25
1824947.94	335132.71	169048.56	170659.94	46397.72
1856192.46	330568.82	172542.87	170687.63	47024.35
1833099.31	332695.95	171231.52	168604.15	47863.46
1850777.52	329025.51	168867.5	167388.37	49019.3
1898949.78	330347.24	170437.11	164570	49717.96
1924522.25	320350.62	171636.09	165512.91	48637.63
1946212.98	321047.92	169478.92	164744.75	47717.9
1958340.65	320354.14	168682.86	164867.09	48278.26
1957434.17	320746.93	170627.46	162959.04	48717.14
1939236.49	316215.19	169124.08	163911.68	48328.58
1974541.88	317711.35	173192.45	163192.11	48355.59
1948972.7	316500.51	175566.34	165992.46	47950.69
1920565.58	319961.87	177191.85	170309.24	48620.03
1907297.88	319941.45	178119.85	167341.87	48509.15
1955596.12	320765.47	176409.69	168197.72	47648.77
1948117.96	325023.87	175781.45	170273.06	47876.68
1952854.93	328096.3	175491.61	171783.21	46776.59
1968814.95	333057.13	175230.14	168503.62	46771.69
1947986.56	336647.3	173130.02	171693.02	46426.6
1926574.43	343068.1	172260.84	170954.41	45955.51
1933678.36	344773.03	172710.57	168923.93	47081.29
1918849.37	341416.32	177547.15	168176.5	46827.26
1925473.08	335133.23	176770.34	164783.74	47593.71
1961345.29	336145.19	175062.14	166468.04	48084.29
1964027.58	332843.99	172562.87	163729.44	48498.66
1966358.11	333834.68	173246.69	165085.45	48813.5
1991302.85	333287.93	173567.92	164612.13	48960.78
1989442.8	333631.44	175088.4	166987.74	48849.45
2095024.34	334461.11	174179.23	169173.77	47472.66
2089480.6	333459	173492.74	171726.01	47270.71
2092297.92	333261.03	174815.36	172007.53	47720.4
2111150.14	333192.55	176202.74	172830.94	49162.69
2125338.12	332070.16	177047.7	174858.79	49447.87
2074859.43	336625.65	179321.84	167620.28	50239.68
1987224.49	337433.03	178540.91	167911.56	51068.63
2019661.35	340749.71	180132.91	170240.89	51480.37
1975625.14	345453.18	180735.11	166519.99	51205.63
1946870.28	352095.78	182650.73	165973.26	50810.49
1970948.89	343388.29	181644.26	167704.41	50108.04
2008701.75	333741.99	179690.79	168346.44	51206.62
2013855.2	335823.26	182812.76	169158.02	51250.92
2049950.24	340394.41	185394.36	178979.79	53640.96
2050593.09	341333.38	187932.52	181084.61	54638.32
2038970.88	344191.39	183997.3	178518.7	53249.2
2056848.68	349675.05	182716.81	177379.18	52431.59
2067229.62	356811.75	181324.68	175964.27	52367.67
2194188.92	357190.75	183381.13	178781.98	51173.09
2194590.15	353321.58	182170.16	178230.17	51124.39
2270101.02	349302.19	182296.42	182995.74	50672
2359163.56	345388.42	181009.95	185689.3	50826.78
2342086.21	340129.99	183248.03	189964.87	51154.3
2332312.5	337969.27	183078.55	191782.71	50230.09
2293287.56	337401.34	187389.4	190603.66	49909.2
2240241.28	340031.66	185580.58	185009.9	49947.69
2195603.6	341580.65	182564.23	183924.76	49299.83
2169489.97	345108.49	183238.64	178898.48	50204.74
2115461.08	343932.19	187154.1	173938.3	50228.71
2091167.5	347280.65	188333.92	175834.08	51951.59
2086183.79	345282.87	189461.54	184299.58	51725.41
2089558.42	346244.03	194450.46	187606.69	52477.41
2097107.06	350467.21	197475.77	186945.63	53005.96
2116711.9	351826.92	194818.91	188873.25	54042.62
2141227.03	353912.22	191398.12	188105.35	54176.39
2165051.98	354865.79	194902.03	185763.58	53648.8
2108386.59	357782.07	195963.93	187387.6	52321.17
2139946.5	363305.73	196866.29	185881.51	51176.62
2118406.46	374939.9	199011.12	187338.63	50565.13
2097965.86	386532.56	201110.18	186532.21	50336.08
2095599.17	381363.93	202159.78	183177.6	51160.78
2107320.31	366370.45	200746.17	183420.82	50613.43
2106951.07	354223.1	198281.59	177570.69	50877.57
2105547.4	349535.22	195532.32	175864.79	51399.86
2057628.01	349651.23	194220.78	176317.1	51466.26
2040773.03	351251.24	191659.52	177594.64	51902.35
1980010.4	352236.84	191328.55	177715.02	52198.02
1942085.88	350618.05	194558.59	183633.91	53546.29
1877275.79	343592.43	196483.03	183413.89	53841
1897710.22	338125.3	196949.81	177569.38	54498.08
1901796.3	342165.84	197890.82	171062.61	55183.96
1923079	343024.33	197239.81	175283.87	54620.99
1991359.43	336151.69	194989.72	175043.95	54707.23
2035123.76	337044.35	193863.11	170947.45	54957.08
2063423.94	338308	197360.12	171133.78	55363.87
2085929.06	348988.58	196685.08	174876.09	56227.24
2150383.64	348600	202433.58	176741.97	55537.1
2162610.43	348781.36	204571.11	177498.69	56211.26
2180219.28	345050.53	202144.95	186366.15	55993.68
2195712.09	350450.87	194416.8	186084.84	55724.14
2252339.56	355650.4	190719.25	187728.36	54910.06
2247217.59	358856.44	182021.61	184435.63	55052.94
2211964.58	362484.1	178292.67	181271.96	55430.32
2195107.37	360392.91	177192.72	174630.65	54410.99
2197357.76	358228.84	179848.91	176662.25	53867.6
2222396.12	360730.91	184591.27	175899.37	53212.99
2200056.76	357888.52	186906.21	176782.32	51551.44
2204175.69	361311.93	188098.57	180468.36	50735.22
2214525.27	367102.3	189939.85	180088.88	50670.77
2208860.4	366068.82	191840.87	186201.26	51346.18
2219904.38	368988.4	191583.86	188993.77	53582.24
2228606.47	366522.7	193711.66	187056.1	56217.95
2215358.98	367475.99	195004	188757.81	57027.78
2194394.03	368874.43	197366.69	185170.4	56196.65
2193089.16	368477.35	198213.65	182662.52	55863.97
2181551.16	366405.29	202657.09	182093.51	55284.73
2193188.54	366400.81	203437.19	180877.34	55146.79
2157806.04	361945.39	204401.61	181740.86	54859.81
2148094.94	354115.11	200148.87	179279.3	55375
2148366.38	350713.58	196367.74	178637.98	55686.38
2178637.58	354587.98	194149.96	174558	56533.12
2165835.78	348452.33	192535.68	174901.74	55398.12
2164432.02	349637.9	187763.42	177597.09	54234.18
2198595.74	347000.17	189289.9	178026.57	53828.6
2235755.53	357821.54	188224.39	177923.23	54759.01
2237017.83	355740.94	189032.85	180289.95	56400
2179487	354687.86	188070.23	180038.38	57547.69
2190721.8	351407	189497.67	180241.49	56492.02
2233604.6	352964.33	190869.98	179821.3	56193.51
2255895.79	354996.61	190482.27	180572.09	56211.28
2302161.51	354539.55	191699.41	188274.13	56327.94
2274227.49	357844.84	192628.99	186674.55	56060.99
2214083.38	359780.38	197022.07	188318.39	54897.41
2222011.36	366870.77	202432	182552.09	55813.67
2206152.6	385462.07	203807.24	178809.29	57064.75
2167107.75	401158.67	207415.33	180659.89	56209.82
2203775.13	411568.25	205927.86	182556.12	55707.59
2244478.98	398489.89	208980.23	182265.25	57297.13
2266445.75	381364.36	207032.7	183478.55	56933.89
2269964.74	382159.31	199190.29	180574.52	56522.85
2284682.76	385393.86	192016.52	177422.7	55811.06
2290675.08	383981.68	185690.9	178092.16	56477.7
2292998.77	374620.23	190240.18	181936.67	56500.25
2332446	369252.38	191385.41	187451.88	56106.63
2336968.32	362636.05	196666.95	189998.39	55993.21
2378394.87	370905.36	197643.34	190676.63	55783.59
